date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:42	145665/145665	---MCZ	200	added ('OK')	text/html	etag:W/%225d9f17d8-23901%22	https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/html/ltr/template-counter/index-2.html	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:42	113153/113153	---M--	200	added ('OK')	image/jpeg	etag:%225afeda43-1ba01%22	https://pixinvent.com/demo/crypto-ico/images/demo/template-counter.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/images/demo/template-counter.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:44	145665/145665	---MCZ	200	added ('OK')	text/html	etag:W/%225d9f180a-23901%22	https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-ripple.html	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-ripple.html	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:44	145604/145604	---MCZ	200	added ('OK')	text/html	etag:W/%225d9f1805-238c4%22	https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-particle.html	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-particle.html	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:46	88847/88847	---M--	200	added ('OK')	image/jpeg	etag:%225afeda43-15b0f%22	https://pixinvent.com/demo/crypto-ico/images/demo/template-3d-graphics.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/images/demo/template-3d-graphics.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:47	128116/128116	---M--	200	added ('OK')	image/jpeg	etag:%225b094d2a-1f474%22	https://pixinvent.com/demo/crypto-ico/images/demo/template-3d-animation.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/images/demo/template-3d-animation.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:47	85451/85451	---M--	200	added ('OK')	image/jpeg	etag:%225afeda43-14dcb%22	https://pixinvent.com/demo/crypto-ico/images/demo/template-intro-video.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/images/demo/template-intro-video.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:48	189147/189147	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b2b9834-2e2db%22	https://pixinvent.com/demo/crypto-ico/theme-assets/vendors/vendors.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/vendors/vendors.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:48	21122/21122	---MCZ	200	added ('OK')	application/javascript	etag:W/%225acbacf6-5282%22	https://pixinvent.com/demo/crypto-ico/theme-assets/vendors/flipclock/flipclock.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/vendors/flipclock/flipclock.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:49	120420/120420	---MCZ	200	added ('OK')	application/javascript	etag:W/%225adf53b4-1d664%22	https://pixinvent.com/demo/crypto-ico/theme-assets/vendors/swiper/js/swiper.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/vendors/swiper/js/swiper.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:49	3649/3649	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b2b99b6-e41%22	https://pixinvent.com/demo/crypto-ico/theme-assets/js/theme.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/js/theme.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:49	2955/2955	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b2b99b4-b8b%22	https://pixinvent.com/demo/crypto-ico/theme-assets/js/sales-notification.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/js/sales-notification.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:50	1180/1180	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b2b99b6-49c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/js/scripts/demo.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/js/scripts/demo.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-counter-classic.html)
12:37:50	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225af19742-1339c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify.eot?-fvbane	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify9f24.eot	(from https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/style.min.css)
12:37:51	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225af19742-1339c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify.eot?	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themifyd41d.eot	(from https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/style.min.css)
12:37:52	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%225af19742-db2c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify.woff?-fvbane	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify9f24.woff	(from https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/style.min.css)
12:37:52	78584/78584	---M--	200	added ('OK')	application/octet-stream	etag:%225af19742-132f8%22	https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify.ttf?-fvbane	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify9f24.ttf	(from https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/style.min.css)
12:37:53	234630/234630	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225af19742-39486%22	https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify.svg?-fvbane	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/fonts/themify9f24.svg	(from https://pixinvent.com/demo/crypto-ico/theme-assets/fonts/themify/style.min.css)
12:37:53	2804/2804	---M--	200	added ('OK')	image/png	etag:%225aff3a68-af4%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/banner-shape.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/banner-shape.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:37:53	1156/1156	---M--	200	added ('OK')	image/png	etag:%225aff3a68-484%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/footer-shape.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/footer-shape.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:37:54	1134/1134	---M--	200	added ('OK')	image/png	etag:%225aff3a68-46e%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/solutions-shape-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/solutions-shape-2.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:37:54	978/978	---M--	200	added ('OK')	image/png	etag:%225aff3a68-3d2%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/solutions-shape-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/solutions-shape-1.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:37:55	771/771	---M--	200	added ('OK')	image/png	etag:%225aff3a68-303%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/contact-shape-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/contact-shape-2.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:37:55	3009/3009	---M--	200	added ('OK')	image/png	etag:%225aff3a68-bc1%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/contact-shape-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/contact-shape-1.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:37:56	9928/9928	---MCZ	200	added ('OK')	application/javascript	etag:W/%225af6d092-26c8%22	https://pixinvent.com/demo/crypto-ico/theme-assets/vendors/waypoints/jquery.waypoints.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/vendors/waypoints/jquery.waypoints.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/index.html)
12:37:57	49072/49072	---M--	200	added ('OK')	image/png	etag:%225b1522f6-bfb0%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/error.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/error.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-404.html)
12:37:57	23372/23372	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ae47110-5b4c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/vendors/particles.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/vendors/particles.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-404.html)
12:37:58	1004/1004	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b2b99b6-3ec%22	https://pixinvent.com/demo/crypto-ico/theme-assets/js/scripts/particles-type2.min.js	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/js/scripts/particles-type2.min.js	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-404.html)
12:37:58	12924/12924	---M--	200	added ('OK')	image/png	etag:%225aff3a68-327c%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/our-coin.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/our-coin.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-inner-page-with-sidebar.html)
12:37:59	41249/41249	---M--	200	added ('OK')	image/jpeg	etag:%225b192a8a-a121%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/bitcoin-banner.jpg	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/bitcoin-banner.jpg	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-inner-page-with-sidebar.html)
12:37:59	33072/33072	---MCZ	200	added ('OK')	text/html	etag:W/%225d9f17f8-8130%22	https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog.html	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog.html	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-inner-page-with-sidebar.html)
12:37:59	6120/6120	---M--	200	added ('OK')	image/png	etag:%225b157410-17e8%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/post-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/post-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-inner-page-with-sidebar.html)
12:38:00	7621/7621	---M--	200	added ('OK')	image/png	etag:%225b15741a-1dc5%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/post-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/post-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-inner-page-with-sidebar.html)
12:38:00	6359/6359	---M--	200	added ('OK')	image/png	etag:%225b1574fe-18d7%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images-counter/post-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images-counter/post-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-inner-page-with-sidebar.html)
12:38:01	65680/65680	---M--	200	added ('OK')	image/png	etag:%225aff3a68-10090%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/user-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/user-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html)
12:38:02	59455/59455	---M--	200	added ('OK')	image/png	etag:%225aff3a68-e83f%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/user-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/user-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html)
12:38:02	6120/6120	---M--	200	added ('OK')	image/png	etag:%225b157410-17e8%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/post-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/post-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html)
12:38:02	7621/7621	---M--	200	added ('OK')	image/png	etag:%225b15741a-1dc5%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/post-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/post-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html)
12:38:03	6359/6359	---M--	200	added ('OK')	image/png	etag:%225b1574fe-18d7%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/post-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/post-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog-detail.html)
12:38:14	3276729/3276729	---M--	200	added ('OK')	image/png	etag:%225b129414-31ffb9%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/blockchain.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/blockchain.png	(from https://pixinvent.com/demo/crypto-ico/theme-assets/css/template-counter.min.css)
12:38:16	239414/239414	---M--	200	added ('OK')	image/png	etag:%225b12c08e-3a736%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-1.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-1.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog.html)
12:38:19	423109/423109	---M--	200	added ('OK')	image/png	etag:%225b12c0a4-674c5%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-2.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-2.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog.html)
12:38:21	449374/449374	---M--	200	added ('OK')	image/png	etag:%225b12c0c6-6db5e%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-3.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-3.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog.html)
12:38:21	534755/534755	---M--	200	added ('OK')	image/png	etag:%225b12c0de-828e3%22	https://pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-4.png	C:/Mis%20lugares%20Web/CRYPto%20ICO/pixinvent.com/demo/crypto-ico/theme-assets/images/blog-banner-4.png	(from https://pixinvent.com/demo/crypto-ico/html/ltr/template-counter/template-blog.html)
